b_bookkey,b_authorkey,b_genre,title
3804,3804,"['History', 'Nonfiction', 'Classics', 'Biography', 'Memoir', 'Autobiography', 'Africa']",The Interesting Narrative of the Life of Olaudah Equiano
3805,3805,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Hugo Awards', 'Fantasy', 'Space']","A Fire Upon the Deep (Zones of Thought, #1)"
3806,3806,[],Shattered Visions Haunted Memories (Valentine/Petrilo #3)
3807,3807,['Literary Fiction'],Hannah's Voice
3808,3808,[],"HIDDEN MICKEY 3: Wolf! The Legend of Tom Sawyer's Island (Hidden Mickey, #3)"
3809,3809,"['Fiction', 'Spirituality']",The Mind Shaman
3810,3810,[],The Unity Tree: A Whimsical Muse on Cosmic Consciousness
3811,3811,"['Romance', 'Romantic Suspense', 'Contemporary Romance', 'Adult', 'Suspense', 'Mystery', 'Contemporary']","Strictly Professional (Strictly Professional, #1)"
3812,3812,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Dystopia', '20th Century']",Invitation to a Beheading
3813,3813,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Productivity']",Decisive: How to Make Better Choices in Life and Work
3814,3814,"['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'War', 'World War II', 'Espionage']",Jackdaws
3815,3815,"['Fantasy', 'Epic Fantasy']","It Began With Ashes (Wroge Elements, #1)"
3816,3816,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', '19th Century', 'Theatre']",An Ideal Husband
3817,3817,"['Nonfiction', 'History', 'Politics', 'Psychology', 'Science', 'Sociology', 'Health']",Chasing the Scream: The First and Last Days of the War on Drugs
3818,3818,[],"One Day You Will (An Attorney J.B. Graybourne Novel, #2)"
3819,3819,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']","Without Fail (Jack Reacher, #6)"
3820,3820,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Inspirational', 'Productivity', 'Health']","Life Strategies: Doing What Works, Doing What Matters"
3821,3821,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Short Stories', 'Science Fiction Fantasy']","Wool (Wool, #1)"
3822,3822,[],Magical Elements of The Periodic Table Presented Alphabetically By The Metal Horn Unicorns
3823,3823,"['Christian', 'Nonfiction', 'Christianity', 'Faith', 'Religion', 'Christian Living', 'Spirituality']",In the Grip of Grace: You Can't Fall Beyond His Love
3824,3824,"['Fiction', 'Dystopia', 'Science Fiction', 'Mystery', 'Books About Books', 'Fantasy', 'American']",The Book
3825,3825,[],"The Secret Queen (The Empyrical Tales, #3)"
3826,3826,"['Fiction', 'Historical Fiction', 'Chick Lit', 'Southern', 'Coming Of Age', 'Adult Fiction', 'Audiobook']",Saving CeeCee Honeycutt
3827,3827,"['Horror', 'Fiction', 'Paranormal', 'Ghosts', 'Mystery', 'Thriller', 'Fantasy']",Ghost Story
3828,3828,"['Young Adult', 'Fiction', 'Adventure', 'Mystery', 'Thriller', 'Action', 'Espionage']","Stormbreaker (Alex Rider, #1)"
3829,3829,"['Religion', 'Reference', 'Catholic', 'Nonfiction', 'Christianity', 'Classics', 'Faith']",The New American Bible
3830,3830,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']","The Miserable Mill (A Series of Unfortunate Events, #4)"
3831,3831,[],Gray Hawk of Terrapin
3832,3832,[],The Great Action: Comic Book for Yuppies
3833,3833,"['Thriller', 'Mystery', 'Crime', 'Suspense', 'Detective', 'Fiction', 'Italy']",EVO
3834,3834,"['Nonfiction', 'Self Help', 'Psychology', 'Spirituality', 'Personal Development', 'Health', 'Philosophy']",Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World
3835,3835,"['Nonfiction', 'Self Help', 'Christian', 'Faith', 'Audiobook', 'Memoir', 'Personal Development']","Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living"
3836,3836,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Poetry', 'Storytime']","The Gruffalo (Gruffalo, #1)"
3837,3837,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Dragons', 'Fiction']","Hammered (Legacy of Magic, #1)"
3838,3838,"['Fiction', 'Historical Fiction', 'Historical', 'Audiobook', 'Nature', 'Literary Fiction', 'Adult Fiction']",The Signature of All Things
3839,3839,[],PARADOX: Super Indy
3840,3840,[],"The Techno Witch (Super Indy, #1)"
3841,3841,"['Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Romance']","Thunderhead (Arc of a Scythe, #2)"
3842,3842,"['Nonfiction', 'Self Help', 'Personal Development', 'Business', 'Design', 'Psychology', 'Productivity']",Designing Your Life: Build a Life that Works for You
3843,3843,"['Fiction', 'Childrens', 'Short Stories', 'Iran', 'Novels', 'Classics', 'Literature']",Ù…Ø§Ù‡ÛŒ Ø³ÛŒØ§Ù‡ Ú©ÙˆÚ†ÙˆÙ„Ùˆ
3844,3844,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']",Nights in Rodanthe
3845,3845,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'British Literature', 'Audiobook']",Cranford
3846,3846,"['Fiction', 'Short Stories', 'India', 'Classics', 'Indian Literature', 'Literature', 'Asia']",Malgudi Days
3847,3847,['Fantasy'],"HIDDEN MICKEY 4: Wolf! Happily Ever After? (Hidden Mickey, #4)"
3848,3848,"['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Food', 'Adult Fiction', 'Adult']",The Particular Sadness of Lemon Cake
3849,3849,"['Plays', 'Drama', 'Classics', 'Theatre', 'German Literature', 'Fiction', 'Literature']",The Caucasian Chalk Circle
3850,3850,"['Horror', 'Fiction', 'Short Stories', 'Classics', 'Fantasy', 'Science Fiction', 'Anthologies']",The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre
3851,3851,"['Fiction', 'Buddhism', 'Animals', 'Philosophy', 'Spirituality', 'Cats', 'Religion']","The Dalai Lama's Cat (The Dalai Lama's Cat, #1)"
3852,3852,"['Romance', 'Romantic Suspense', 'New Adult', 'Mystery', 'Crime', 'Contemporary', 'Mystery Thriller']","Tainted Bodies (Photographer Trilogy, #1)"
3853,3853,"['Fiction', 'Historical Fiction', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Novels', 'Historical']",The Nix
3854,3854,"['Nonfiction', 'Travel', 'Adventure', 'Memoir', 'Sports', 'Biography', 'Biography Memoir']",In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road
3855,3855,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Young Adult', 'Magic', 'Science Fiction']","A Spell for Chameleon (Xanth, #1)"
3856,3856,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Asia', 'Biography Memoir', 'Audiobook']",Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal
3857,3857,[],Seeing Karma (Valentine/Petrilo #5)
3858,3858,"['Nonfiction', 'Spirituality', 'Religion', 'Memoir', 'Biography', 'Christian', 'Science']",Proof of Heaven: A Neurosurgeon's Journey into the Afterlife
3859,3859,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Paranormal', 'Suspense']",Thinner
3860,3860,[],Super Indy: The Great Action
3861,3861,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'British Literature', 'Detective']","Case Histories (Jackson Brodie, #1)"
3862,3862,"['Science Fiction', 'Thriller', 'Fiction', 'Horror', 'Mystery', 'Dystopia', 'Post Apocalyptic']","Wayward (Wayward Pines, #2)"
3863,3863,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Management']",Give and Take: A Revolutionary Approach to Success
3864,3864,[],Orchard of Skeletons
3865,3865,"['Poetry', 'Mythology', 'Classics', 'History', 'Medieval', 'Religion', 'Nonfiction']",The Poetic Edda: Stories of the Norse Gods and Heroes
3866,3866,"['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Biography', 'History', 'Thriller']",Fatal Vision
3867,3867,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Paranormal']","The Darkest Minds (The Darkest Minds, #1)"
3868,3868,"['Classics', 'Fiction', 'Historical Fiction', 'Historical', 'Germany', 'Novels', 'German Literature']",L'amico ritrovato
3869,3869,"['Dark', 'Erotica', 'Thriller', 'Suspense', 'Romance', 'Contemporary', 'Mystery Thriller']",Reginald Bones (Reginald Bones #1)
3870,3870,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Young Adult Contemporary']",The Sun Is Also a Star
3871,3871,"['Fiction', 'Historical Fiction', 'Classics', 'Religion', 'Literature', 'Nobel Prize', 'Swedish Literature']",Barabbas
3872,3872,"['Fiction', 'Historical Fiction', 'Italian Literature', 'Romance', 'Japan', 'Italy', 'Historical']",Silk
3873,3873,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Space', 'Cultural']","Consider Phlebas (Culture, #1)"
3874,3874,[],"HIDDEN MICKEY ADVENTURES 1: Peter and the Wolf (Hidden Mickey Adventures, #1)"
3875,3875,"['Science Fiction', 'Dystopia', 'Fiction', 'Horror', 'Classics', 'Science Fiction Fantasy', 'Novels']",This Perfect Day
3876,3876,[],"The Fairway (Super Indy, #2)"
3877,3877,['Fiction'],Liberators: Super Indy
3878,3878,[],Death After Life: Week One Day One
3879,3879,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Contemporary']","The Thursday Murder Club (Thursday Murder Club, #1)"
3880,3880,"['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Business', 'Productivity', 'Education']",The Little Book of Talent: 52 Tips for Improving Your Skills
3881,3881,"['History', 'Politics', 'Nonfiction', 'Philosophy', 'Essays', 'Political Science', 'United States']",Passionate Declarations: Essays on War and Justice
3882,3882,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'School', 'Classics']",Maniac Magee
3883,3883,"['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Finnish Literature', 'Middle Grade', 'Adventure']","Comet in Moominland (The Moomins, #2)"
3884,3884,"['Classics', 'Mystery', 'Short Stories', 'Fiction', 'Horror', 'Crime', 'Gothic']","The Murders in the Rue Morgue (C. Auguste Dupin, #1)"
3885,3885,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Chick Lit', 'New Adult', 'Adult']","On the Island (On the Island, #1)"
3886,3886,"['Fantasy', 'Paranormal', 'Young Adult', 'Vampires', 'Romance', 'Paranormal Romance', 'Supernatural']","The Legend of the Blue Eyes (Blue Eyes Trilogy, #1)"
3887,3887,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Realistic Fiction', 'Historical']",Esperanza Rising
3888,3888,"['Fiction', 'Fantasy', 'Japan', 'Japanese Literature', 'Magical Realism', 'Novels', 'Contemporary']","1Q84 Book 1 (1Q84, #1)"
3889,3889,"['Classics', 'Plays', 'Fiction', 'Drama', 'Theatre', '19th Century', 'Humor']",Lady Windermere's Fan
3890,3890,"['Fiction', 'Czech Literature', 'Classics', 'Novels', 'Literature', 'Books About Books', 'Novella']",Too Loud a Solitude
3891,3891,[],Ezekiel's Eyes
3892,3892,"['Poetry', 'Classics', 'Romance', '19th Century', 'Victorian', 'British Literature', 'Literature']",Sonnets from the Portuguese
3893,3893,"['Nonfiction', 'Memoir', 'Biography', 'History', 'Africa', 'Morocco', 'Biography Memoir']",Stolen Lives: Twenty Years in a Desert Jail
3894,3894,"['Fiction', 'Thriller', 'Mythology', 'Indian Literature', 'Historical Fiction', 'Mystery', 'Fantasy']",The Krishna Key
3895,3895,"['Historical Fiction', 'Fiction', 'Young Adult', 'War', 'Novels', 'Historical', 'Childrens']",Private Peaceful
3896,3896,"['Fiction', 'Contemporary', 'Fantasy', 'Audiobook', 'Humor', 'Adult', 'Adult Fiction']",My Grandmother Asked Me to Tell You She's Sorry
3897,3897,"['Crime', 'Thriller', 'Memoir', 'Humor', 'Biography', 'Nonfiction', 'True Crime']",Assuming Names: A Con Artist's Masquerade
3898,3898,"['Fantasy', 'Fiction', 'Magical Realism', 'Romance', 'Witches', 'Magic', 'Paranormal']","Practical Magic (Practical Magic, #1)"
3899,3899,"['Self Help', 'Nonfiction', 'Psychology', 'Productivity', 'Personal Development', 'Business', 'Science']",The Procrastination Equation: How to Stop Putting Things Off and Start Getting Stuff Done
3900,3900,"['Nonfiction', 'Self Help', 'Productivity', 'Business', 'Personal Development', 'Psychology', 'Philosophy']",The Power Of Less: The Fine Art of Limiting Yourself to the Essential
3901,3901,"['Historical Fiction', 'Fiction', 'Drama', 'Contemporary', 'Novels', 'Epic', 'Mythology']",Arminius and Thusnelda Versus Rome
3902,3902,"['Fantasy', 'M M Romance']",Tippy the Knight
3903,3903,"['Fiction', 'Novels', 'Contemporary', 'Epic', 'Drama']",Fatal Identity (Remmich/Miller #3)
3904,3904,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy']",The Compleat Works of Wllm Shkspr
3905,3905,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult']","Dreamfever (Fever, #4)"
3906,3906,"['Nonfiction', 'History', 'Memoir', 'Biography', 'School', 'Historical', 'World War II']",Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment
3907,3907,"['Historical Fiction', 'Fiction', 'Historical', 'Scotland', 'Fantasy', 'Adventure', 'Romance']","The Game of Kings (The Lymond Chronicles, #1)"
3908,3908,"['Horror', 'Zombies', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult']","Feed (Newsflesh, #1)"
3909,3909,"['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'New Age', 'Religion']","Journey of Souls: Case Studies of Life Between Lives, Fifth Revised Edition"
3910,3910,[],"HIDDEN MICKEY ADVENTURES 2: Peter and the Missing Mansion (Hidden Mickey Adventures, #2)"
3911,3911,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Urban Fantasy', 'Adventure']","The Golem's Eye (Bartimaeus, #2)"
3912,3912,"['Science Fiction', 'Fiction', 'China', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Aliens']","The Three-Body Problem (Remembrance of Earthâ€™s Past, #1)"
3913,3913,"['Suspense', 'Thriller', 'New Adult', 'Mystery', '21st Century', 'Drama', 'Modern']",Across the Ocean
3914,3914,"['Fiction', 'Italian Literature', 'Contemporary', 'Italy', 'Magical Realism', 'Novels', 'Literature']",Ocean Sea
3915,3915,"['Fiction', 'Novels', 'Mystery', 'Suspense', 'Adult Fiction', 'British Literature', 'Contemporary']",Soft
3916,3916,[],From Brexit to Brazil
3917,3917,"['Self Help', 'Nonfiction', 'Psychology', 'Mental Health', 'Personal Development', 'Audiobook', 'Health']",How to Be Yourself: Quiet Your Inner Critic and Rise Above Social Anxiety
3918,3918,"['Nonfiction', 'Self Help', 'Mental Health', 'Psychology', 'Audiobook', 'Memoir', 'Philosophy']",Notes on a Nervous Planet
3919,3919,"['Fiction', 'Short Stories', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Indian Literature']",Unaccustomed Earth
3920,3920,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']",The Elf Queen of Shannara
3921,3921,"['Science Fiction', 'Fiction', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook']",Anathem
3922,3922,"['Nonfiction', 'Journalism', 'Biography', 'Politics', 'Memoir', 'History', 'Essays']","Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist, 1968-1976"
3923,3923,"['Fiction', 'Philosophy', 'Novels', 'Contemporary', 'Spirituality', 'Fantasy', 'Magical Realism']",The Devil and Miss Prym
3924,3924,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Japan', 'Action']","A Clean Kill in Tokyo (John Rain, #1)"
3925,3925,['Fantasy'],Angels and Arrows
3926,3926,"['Fiction', 'Science Fiction', 'Classics', 'Humor', 'Literature', 'Novels', 'American']","Slapstick, or Lonesome No More!"
3927,3927,[],"Dom Wars: Round 4, 5, 6 (Dom Wars, #4-6)"
3928,3928,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Historical', '19th Century', 'Literature']",Lorna Doone
3929,3929,"['Philosophy', 'Nonfiction', 'Classics', 'France', 'Essays', 'French Literature', 'Literature']",The Myth of Sisyphus
3930,3930,['Business'],Successful Freelancing And Outsourcing: A Guide To Make Money Online And Increase Business Profit
3931,3931,"['Thriller', 'Fiction', 'Adventure', 'Action', 'Mystery', 'Mystery Thriller', 'Science Fiction']","The Eye of God (Sigma Force, #9)"
3932,3932,"['Fiction', 'Fantasy', 'Science Fiction', 'Mystery', 'Thriller', 'Horror', 'Novels']",The Raw Shark Texts
3933,3933,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Chick Lit', 'Audiobook', 'Realistic Fiction']","The Summer I Turned Pretty (Summer, #1)"
3934,3934,['Romance'],Secret Deceptions (Amatore's Restaurant #1)
3935,3935,[],Sensual Desires (Amatore's Restaurant #2)
3936,3936,[],Clandestine Liaisons (Amatore's Restaurant #3)
3937,3937,"['Romance', 'Contemporary', 'Young Adult', 'High School', 'Humor', 'Fiction', 'Contemporary Romance']",The Quirky Tale of April Hale
3938,3938,"['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice']","The Hate U Give (The Hate U Give, #1)"
3939,3939,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance']",The Tattooist of Auschwitz
3940,3940,"['Fantasy', 'Mythology', 'Fiction', 'Audiobook', 'Short Stories', 'Historical Fiction', 'Classics']",Norse Mythology
3941,3941,"['Nonfiction', 'Philosophy', 'How To', 'Science', 'Book Club']",The Transhumanism Handbook
3942,3942,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Science Fiction Fantasy']","The Time Quartet Box Set (Time Quartet, #1-4)"
3943,3943,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']","The Edge of Never (The Edge of Never, #1)"
3944,3944,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'World War II', 'Military Fiction', 'Literature']",The Caine Mutiny
3945,3945,"['Self Help', 'Nonfiction', 'Psychology', 'Philosophy', 'Relationships', 'Personal Development', 'Spirituality']","The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire"
3946,3946,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Social Justice', 'Biography']",Between the World and Me
3947,3947,"['Historical Fiction', 'Fiction', 'Asia', 'War', 'Historical', 'Adult Fiction', 'Literary Fiction']",In the Shadow of the Banyan
3948,3948,[],THE YOGA WITH NO PANTS: Super Indy-The Last Half
3949,3949,"['Fiction', 'Mystery', 'Contemporary', 'Autistic Spectrum Disorder', 'Adult Fiction', 'Adult', 'Chick Lit']",House Rules
3950,3950,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Paranormal', 'Supernatural']","Forever Odd (Odd Thomas, #2)"
3951,3951,"['Fiction', 'Romance', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Adult Fiction', 'Book Club']",Our Souls at Night
3952,3952,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']","Roses Are Red (Alex Cross, #6)"
3953,3953,"['Nonfiction', 'Memoir', 'Biography', 'Relationships', 'Marriage', 'Audiobook', 'Romance']",Committed: A Skeptic Makes Peace with Marriage
3954,3954,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Classics']","Taran Wanderer (The Chronicles of Prydain, #4)"
3955,3955,"['Nonfiction', 'Spirituality', 'Self Help', 'Philosophy']","Conscious Creativity Mindfulness Meditations (AoL Mindfulness, #7)"
3956,3956,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']",The Truth About Forever
3957,3957,"['Science Fiction', 'Short Stories', 'Fiction', 'Classics', 'Philosophy', 'Literature', 'Science Fiction Fantasy']",The Last Question
3958,3958,"['Fiction', 'Philosophy', 'Spirituality', 'Novels', 'Travel', 'Inspirational', 'Religion']",The Pilgrimage
3959,3959,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook']","Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)"
3960,3960,"['Fiction', 'Fantasy', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Magical Realism', 'Literary Fiction']",The Immortalists
3961,3961,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Science Fiction', 'Mystery Thriller', 'Suspense']","Relic (Pendergast, #1)"
3962,3962,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Audiobook', 'Russia']","Red Sparrow (Red Sparrow Trilogy, #1)"
3963,3963,"['Nonfiction', 'Self Help', 'Business', 'Personal Development', 'Health', 'Psychology', 'Leadership']","Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder"
3964,3964,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels']",The Return of the Native
3965,3965,"['Christian', 'Theology', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Philosophy']",The Reason for God: Belief in an Age of Skepticism
3966,3966,['Historical Fiction'],"The Warrior's Way (Pre-Aztec series, #3)"
3967,3967,"['Paranormal', 'Fantasy', 'Thriller', 'Mystery', 'Horror', 'Angels']",The Sounding
3968,3968,"['Fantasy', 'Fiction', 'Steampunk', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult']","The Alloy of Law (Mistborn, #4)"
3969,3969,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal', 'Suspense']",Bag of Bones
3970,3970,"['Fiction', 'Short Stories', 'Horror', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook']",The Grownup
3971,3971,[],First Half: Super Indy
3972,3972,[],FIRST HALF: Super Indy
3973,3973,"['Philosophy', 'Spirituality', 'Self Help']",Spiritual Symbols (AoL Mindfulness #8)
3974,3974,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Science Fiction Fantasy', 'Audiobook', 'Space', 'Fantasy']",Seveneves
3975,3975,"['Thriller', 'Drama', 'Novels', 'Fiction', 'Epic']","66 Metres (Nadia Laksheva Spy Thriller, #1)"
3976,3976,"['Fiction', 'Canada', 'Historical Fiction', 'Canadian Literature', 'Literary Fiction', 'Literature', 'Contemporary']",No Great Mischief
3977,3977,"['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Personal Development', 'Education', 'Science']","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else"
3978,3978,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure']","The Young Jaguar (Pre-Aztec Series, #1)"
3979,3979,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Adventure']","The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)"
3980,3980,[],"The Great Action (Super Indy, #4)"
3981,3981,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Audiobook']","New Spring (The Wheel of Time, #0)"
3982,3982,"['Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Polish Literature', 'Fantasy', 'Science Fiction Fantasy']",The Cyberiad
3983,3983,"['Feminism', 'Nonfiction', 'Gender', 'Gender Studies', 'Sexuality', 'Womens', 'Queer']",Cunt: A Declaration of Independence
3984,3984,"['Nonfiction', 'Memoir', 'Food', 'Biography', 'France', 'Travel', 'Cooking']",My Life in France
3985,3985,"['Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Romance', 'Novels', 'Historical Romance']",Captains and the Kings: The Story of an American Dynasty
3986,3986,"['Fiction', 'Short Stories', 'Science Fiction', 'Classics', 'Literature', 'Humor', 'American']",Welcome to the Monkey House
3987,3987,['Fiction'],"Tiger and the Robot (Chandler Gray, #1)"
3988,3988,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic', 'Young Adult Fantasy']","Charmed Life (Chrestomanci, #1)"
3989,3989,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']","Practicing the Power of Now: Essential Teachings, Meditations, and Exercises From The Power of Now"
3990,3990,"['Historical Fiction', 'Fiction']","Crossing Worlds (The Rise of the Aztecs, #2)"
3991,3991,"['Fiction', 'Historical Fiction', 'Classics', 'Short Stories', 'Historical', 'World War II', 'Holocaust']",Address Unknown
3992,3992,"['Young Adult', 'Fiction', 'Mystery', 'Historical Fiction', 'Australia', 'Coming Of Age', 'Contemporary']",Jasper Jones
3993,3993,[],A Victim of the Times
3994,3994,[],"Betrayal High (Zachary Blake Legal Thriller, #5)"
3995,3995,"['Nonfiction', 'Business', 'Self Help', 'Communication', 'Personal Development', 'Leadership', 'Psychology']",TED Talks: The Official TED Guide to Public Speaking
3996,3996,"['Historical Fiction', 'Fiction', 'Westerns', 'Adventure', 'Historical', 'Classics', 'Medieval']",The Walking Drum
3997,3997,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Magic', 'Adventure', 'Childrens']","Eragon, Eldest & Brisingr (Inheritance, #1-3)"
3998,3998,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Dark']","Prince of Thorns (The Broken Empire, #1)"
3999,3999,"['Fiction', 'Westerns', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'American']",The Ox-Bow Incident
4000,4000,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Memoir', 'Travel', 'Survival']",Long Walk: The True Story of a Trek to Freedom
4001,4001,"['Fiction', 'Contemporary', 'Books About Books', 'Adult', 'Adult Fiction', 'Romance', 'Audiobook']",The Storied Life of A.J. Fikry
4002,4002,"['Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Biography', 'Personal Development', 'Leadership']",The Road to Character
4003,4003,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']","Requiem (Delirium, #3)"
4004,4004,"['Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction', 'Philosophy', 'Dystopia']",The Ones Who Walk Away from Omelas
4005,4005,"['Adventure', 'Modern', 'Fiction', 'Cultural', 'Young Adult', 'Teen', 'Pop Culture']","Louboutins, Lattes & Live TV"
4006,4006,"['Fiction', 'Young Adult', 'Contemporary', 'New Adult', 'Adult', 'Contemporary Romance', 'Romance']",The Nanny Song
4007,4007,"['Fiction', 'Contemporary', 'Audiobook', 'Sports', 'Adult', 'Literary Fiction', 'Adult Fiction']","Us Against You (Beartown, #2)"
4008,4008,"['Fiction', 'Historical Fiction', 'War', 'Asia', 'Historical', 'Literary Fiction', 'Novels']",The Sympathizer
