a_authorkey,a_authorname
5040,Ian Rankin
5041,Bruce Chatwin
5042,Agatha Christie
5043,Emlyn Chand
5044,Sharon M. Draper
5045,John le CarrÃ©
5046,Veronica Rossi
5047,John  Williams
5048,Colleen Hoover
5049,Russell Hoban
5050,Helen Fielding
5051,Ronald E. Yates
5052,Gloria Lintermans
5053,Lee Child
5054,Irvine Welsh
5055,Helen Hoang
5056,Veronica Roth
5057,Gregg Andrew Hurwitz
5058,Ludwig Bemelmans
5059,Larry Collins
5060,Roald Dahl
5061,Emily Giffin
5062,Rosemary Sutcliff
5063,Alice Munro
5064,Veronica Rossi
5065,Magda SzabÃ³
5066,Sayaka Murata
5067,Glenis Kellet
5068,Ryder Carroll
5069,Sam Harris
5070,Susan Elia MacNeal
5071,Ralph Moody
5072,Ellen Hopkins
5073,Margaret Laurence
5074,Michael Baigent
5075,Dennis Sharpe
5076,Michel Faber
5077,Mo Hayder
5078,Beth Aldrich
5079,Darcy Hoover
5080,Jean-Paul Sartre
5081,J.K. Rowling
5082,Sejal Badani
5083,Anne  Michaud
5084,Simone St. James
5085,David Mamet
5086,Diane L. Kowalyshyn
5087,Lily Mayne
5088,Linda Phillips
5089,Robert Anton Wilson
5090,Cheryl Mendelson
5091,Mark Twain
5092,Stephen Jay Gould
5093,Jeffrey Archer
5094,KARON JAN
5095,Morgan Matson
5096,Doris Lessing
5097,Andrea Wulf
5098,M.J. Arlidge
5099,I. James Forrest
5100,Isaac Asimov
5101,Marie KondÅ
5102,Peter Walsh
5103,Will Durant
5104,E. Nesbit
5105,Gemma Malley
5106,T. Coraghessan Boyle
5107,Cornelius Ryan
5108,Mikhail Bulgakov
5109,Dave Pelzer
5110,Arthur      Bennett
5111,Rohinton Mistry
5112,Lucian Bane
5113,Anna Gallegos
5114,T.J. Klune
5115,Tim C. Leedom
5116,Richelle Mead
5117,Darren Shan
5118,Marti Olsen Laney
5119,Agatha Christie
5120,David Baldacci
5121,Sid Fleischman
5122,Spencer W. Kimball
5123,Jennifer Crusie
5124,Emily Dickinson
5125,Harry F. MacDonald
5126,Jeff Lindsay
5127,Anne-Marie  O'Connor
5128,William  Kennedy
5129,Starhawk
5130,Nelson DeMille
5131,Jeanette Winterson
5132,Ã‰mile Zola
5133,Emlyn Chand
5134,Sherryl Jordan
5135,Oscar Wilde
5136,Mel Ryle
5137,Sherman Alexie
5138,V.E. Schwab
5139,Michael  O'Keefe
5140,John Grisham
5141,Susan Dennard
5142,Aaron-Michael Hall
5143,Alan Bennett
5144,Aeschylus
5145,Lee Child
5146,Terry Brooks
5147,Francine Rivers
5148,Jay Carter
5149,Johanna Lindsey
5150,Nien Cheng
5151,Iain M. Banks
5152,S.C. Stephens
5153,Brian Tracy
5154,Naomi Klein
5155,NataÅ¡a PantoviÄ‡
5156,Rainbow Rowell
5157,Claudia Rankine
5158,Dennis E. Taylor
5159,John Boyne
5160,Brandon Sanderson
5161,Katrin Schumann
5162,Becky  Chambers
5163,James Patterson
5164,G.M. Monks
5165,John Grisham
5166,Miguel Ruiz
5167,Edward Eager
5168,Gary Larson
5169,Ted Hughes
5170,Eric Pinder
5171,Arthur C. Clarke
5172,Marjane Satrapi
5173,Elizabeth Wein
5174,Ben Aaronovitch
5175,Pierce Brown
5176,Abigail Haas
5177,Bessel van der Kolk
5178,Eric Nierstedt
5179,LeÃ¯la Slimani
5180,Ian Caldwell
5181,Daniel Silva
5182,J. Mark G. Williams
5183,Michelle Moran
5184,Octavia E. Butler
5185,Alice Walker
5186,Ron McLarty
5187,Joseph Kanon
5188,Yukio Mishima
5189,Richard Bachman
5190,Bill Browder
5191,Terry Pratchett
5192,Val McDermid
5193,William B. Irvine
5194,James S.A. Corey
5195,Max Lucado
5196,Gotthold Ephraim Lessing
5197,Daniel P. Mannix
5198,Alan Lightman
5199,Kahlil Gibran
5200,Elizabeth Lowell
5201,Cynthia Hand
5202,Edgar Allan Poe
5203,Sam Harris
5204,Mario Puzo
5205,Terry Pratchett
5206,Arnold Bennett
5207,Robert A. Caro
5208,Amos Smith
5209,Lindsay Ashford
5210,Lincoln Child
5211,Daniel Goleman
5212,Wayne Tatum
5213,Simms Taback
5214,Ayn Rand
5215,Ursula K. Le Guin
5216,Diana Wynne Jones
5217,Celia Rees
5218,Paolo Giordano
5219,Jeff Kinney
5220,Eric Blehm
5221,Margaret Peterson Haddix
5222,Anthony Kiedis
5223,Chuck Palahniuk
5224,Lali A.  Love
5225,Carmine Gallo
5226,Hugh Howey
5227,Dennis K.  Hausker
5228,Ahlam Mosteghanemi
5229,Odysseas Elytis
5230,Margaret George
5231,Matt Ridley
5232,Ron Chernow
5233,Anne Rice
5234,Margaret Wise Brown
5235,Milan Kundera
5236,Amber Kalkes
5237,Jack London
5238,Eckhart Tolle
5239,Shannon Hale
5240,Jim Butcher
5241,Tayari Jones
5242,William Shakespeare
5243,Tess Gerritsen
5244,E.L. Doctorow
5245,Larry McMurtry
5246,M.R. James
5247,Hannah Arendt
5248,Angela  Scott
5249,Janell Cannon
5250,David  Wong
5251,NataÅ¡a PantoviÄ‡
5252,Hubert Selby Jr.
5253,Amy Harmon
5254,Carolyn Brown
5255,Ali Land
5256,Connie Willis
5257,Clayton M. Christensen
5258,Sarah Wilson
5259,Plutarch
5260,F. Scott Fitzgerald
5261,Falcon Storm
5262,Josephine Angelini
5263,Colson Whitehead
5264,AndrÃ© Gide
5265,Leopold von Sacher-Masoch
5266,David Baldacci
5267,Tal Ben-Shahar
5268,Harry F. MacDonald
5269,Joe Dispenza
5270,J.D. Robb
5271,Louis L'Amour
5272,Guy Gavriel Kay
5273,Maeve Binchy
5274,Karen Marie Moning
5275,James Ellroy
5276,Joy Adamson
5277,Seth Godin
5278,Douglas Preston
5279,Charles de Lint
5280,R. Scott Bakker
5281,Madeleine L'Engle
5282,Terry Pratchett
5283,Rachel Simon
5284,Laini Taylor
5285,Jerry Spinelli
5286,Jessica Shattuck
5287,Cherie Priest
5288,Amy Harmon
5289,Gin Phillips
5290,Andrzej Sapkowski
5291,Immanuel Kant
5292,Karl Marlantes
5293,Darby Davenport
5294,Friedrich Engels
5295,Danielle  Paige
5296,Bo Burnham
5297,Alan Bradley
5298,Sara Nomberg-Przytyk
5299,Arthur Schnitzler
5300,Lance Armstrong
5301,Chris Gardner
5302,Jill Murphy
5303,Michel Foucault
5304,Arthur Schopenhauer
5305,Neal Stephenson
5306,Rob Thomas
5307,John Osborne
5308,William Sleator
5309,Franz Kafka
5310,Cassandra Clare
5311,Clive Barker
5312,Tsitsi Dangarembga
5313,Tom Clancy
5314,Zadie Smith
5315,Tana French
5316,David D. Burns
5317,Wayne Dean Myers
5318,Roland Smith
5319,Oriana Fallaci
5320,James George Frazer
5321,David Hackett Fischer
5322,Kate Atkinson
5323,Caroline Alexander
5324,Richard C. Morais
5325,Elle Brace
5326,Ross Lennon
5327,Arturo PÃ©rez-Reverte
5328,Gustaw Herling-GrudziÅ„ski
5329,Jim Butcher
5330,Alastair Reynolds
5331,John Bradshaw
5332,Stephen M.R. Covey
5333,Ø±Ø¶ÙˆÙ‰ Ø¹Ø§Ø´ÙˆØ±
5334,Amy Plum
5335,Johanna Lindsey
5336,Beverly Cleary
5337,Elizabeth Kostova
5338,Jorge Amado
5339,Georgette Heyer
5340,Ù…Ø­Ù…Ø¯ Ø§Ù„Ù…Ù†Ø³ÙŠ Ù‚Ù†Ø¯ÙŠÙ„
5341,Stephenie Meyer
5342,Sherman Alexie
5343,Charlaine Harris
5344,Soman Chainani
5345,William Shakespeare
5346,William Shakespeare
5347,K.L. Going
5348,Suetonius
5349,Nicholas Sparks
5350,Mark Twain
5351,Douglas Preston
5352,Gabriel GarcÃ­a MÃ¡rquez
5353,Agatha Christie
5354,Alain-Fournier
5355,E. Nesbit
5356,Robert Jordan
5357,Linwood Barclay
5358,Bethany McLean
5359,Lisa French Blaker
5360,Steve Berry
5361,Paul Kalanithi
5362,Sebastian Fitzek
5363,Eric Schlosser
5364,Teresa Driscoll
5365,Patricia Cornwell
5366,Paul T. Mason
5367,Muriel Spark
5368,Kathy Reichs
5369,Krishna-Dwaipayana Vyasa
5370,Isaac Asimov
5371,Amitav Ghosh
5372,Ernest Hemingway
5373,Gennifer Choldenko
5374,O. Henry
5375,Sherrilyn Kenyon
5376,Tom Clancy
5377,Camron Wright
5378,Douglas Preston
5379,Michael Connelly
5380,Michael Connelly
5381,Tony Horwitz
5382,Paul Campos
5383,Tim Harford
5384,Meg Wolitzer
5385,Julia Glass
5386,Bernard Malamud
5387,Lemony Snicket
5388,Orson Scott Card
5389,Kerry Anne King
5390,Claudia Gray
5391,Robert Greene
5392,Ryan Holiday
5393,Norman Mailer
5394,Michael   Lewis
5395,Nicholas Sparks
5396,Greg Iles
5397,Tom Clancy
5398,Jeaniene Frost
5399,Primo Levi
5400,Sara NoviÄ‡
5401,Edward M. Hallowell
5402,John Scalzi
5403,Amy L.  Bernstein
5404,Tasha Alexander
5405,Don Ferguson
5406,Hephaestus Books
5407,Emlyn Chand
5408,Sarah Kane
5409,Ø³Ø¹ÙˆØ¯ Ø§Ù„Ø³Ù†Ø¹ÙˆØ³ÙŠ
5410,P.D. Eastman
5411,Jerzy KosiÅ„ski
5412,Alfred DÃ¶blin
5413,Joe Hill
5414,Sarah Caudwell
5415,Caryl Churchill
5416,Esther Perel
5417,Ariana Franklin
5418,Margaret Weis
5419,William Gibson
5420,Rumer Godden
5421,Emlyn Chand
5422,Angela  Scott
5423,Richard Yates
5424,C.S. Forester
5425,Tom Clancy
5426,Bryn Greenwood
5427,Lois McMaster Bujold
5428,Jeremy Rifkin
5429,William Gibson
5430,John Brunner
5431,Jill Bolte Taylor
5432,Val McDermid
5433,Nathaniel Hawthorne
5434,David Baldacci
5435,Stevie Mikayne
5436,Emlyn Chand
5437,Dan Simmons
5438,Cynthia Voigt
5439,Nir   Eyal
5440,Dennis Greenberger
5441,Ø¹Ø¨Ø¯ Ø§Ù„Ù„Ù‡ Ø¨Ù† Ø§Ù„Ù…Ù‚ÙØ¹
5442,John Carlin
5443,Amelia James
5444,Nora Roberts
5445,Aleksandr Solzhenitsyn
5446,RenÃ© Goscinny
5447,Tom Clancy
5448,Jawaharlal Nehru
5449,Alyson Richman
5450,Jo NesbÃ¸
5451,Ian Morgan Cron
5452,Isaac Asimov
5453,James   McBride
5454,Machado de Assis
5455,James Hogg
5456,Agatha Christie
5457,James Gleick
5458,William Goldman
5459,Erich Maria Remarque
5460,George R.R. Martin
5461,Charles C. Mann
5462,Oprah Winfrey
5463,Ben Jonson
5464,Stephen R. Covey
5465,Francine Rivers
5466,Donald B. Kraybill
5467,Julie Orringer
5468,William Wharton
5469,MoliÃ¨re
5470,Madeleine L'Engle
5471,John Steinbeck
5472,Emlyn Chand
5473,Willem Frederik Hermans
5474,Kevin Henkes
5475,Curtis Sittenfeld
5476,Lee Child
5477,Samantha  Downing
5478,Goldsmith Marshall
5479,Jeff VanderMeer
5480,Bernard Cornwell
5481,Gary B. Lundberg
5482,Ryan Manganiello
5483,Sophocles
5484,Sarah J. Maas
5485,Arthur Conan Doyle
5486,Hal Elrod
5487,Ian Fleming
5488,Sir Ken Robinson PhD
5489,Wassily Kandinsky
5490,Sarah  Young
5491,Richard Dawkins
5492,Alcoholics Anonymous
5493,John Hersey
5494,Laini Taylor
5495,Krysten Ritter
5496,Agatha Christie
5497,Sheri S. Tepper
5498,Julia Hoban
5499,Harry Markopolos
5500,Guy Gavriel Kay
5501,A.A. Milne
5502,Kelly McGonigal
5503,Peter Matthiessen
5504,G.K. Chesterton
5505,Kristen Ashley
5506,J.R. Ward
5507,Elspeth Huxley
5508,Hampton Sides
5509,Clare Mackintosh
5510,Tess Gerritsen
5511,James M. Henslin
5512,HonorÃ© de Balzac
5513,Kristen D. Randle
5514,Martin A. Lee
5515,Yusuf Al-Hajj Ahmad
5516,Omar KhayyÃ¡m
5517,Shalom Auslander
5518,Jo NesbÃ¸
5519,Chip Heath
5520,Saul Bellow
5521,Manda Scott
5522,Steve Hockensmith
5523,Ann Voskamp
5524,Charles Dickens
5525,Robert Newton Peck
5526,Yusuf Al-Hajj Ahmad
5527,William Ritter
5528,John  Stephens
5529,S.K. Tremayne
5530,Somaly Mam
5531,Blue Balliett
5532,Ù…Ø­Ù…Ø¯ Ø¨Ù† Ø¥Ø¯Ø±ÙŠØ³ Ø§Ù„Ø´Ø§ÙØ¹ÙŠ
5533,Pseudonymous Bosch
5534,Iain Pears
5535,Jan-Philipp Sendker
5536,Terry Brooks
5537,Dean Koontz
5538,Steven Pressfield
5539,Timothy Snyder
5540,Emlyn Chand
5541,Multatuli
5542,Noam Chomsky
5543,Douglas Adams
5544,Aly Monroe
5545,Martin Lings
5546,Maureen Johnson
5547,Megan Morrison
5548,Nigella Lawson
5549,Marjorie Flack
5550,Matthew Kneale
5551,Ursula K. Le Guin
5552,Mindy McGinnis
5553,Iyanla Vanzant
5554,Michael I. Bennett
5555,Nassim Nicholas Taleb
5556,Charles Mackay
5557,Agatha Christie
5558,Trenton Lee Stewart
5559,James M. Cain
5560,N.M. Silber
5561,Izzeldin Abuelaish
5562,Rick Riordan
5563,Cal Newport
5564,Sarah  Pearse
5565,Olga Tokarczuk
5566,Barbara W. Tuchman
5567,Lois McMaster Bujold
5568,Wendell Berry
5569,Jon Acuff
5570,Oliver Burkeman
5571,Brandon Mull
5572,Peter Hedges
5573,Louise Rennison
5574,Roald Dahl
5575,Jess Walter
5576,Max Barry
5577,Chimamanda Ngozi Adichie
5578,Terry Pratchett
5579,Fiona Barton
5580,Abi DarÃ©
5581,Louise Penny
5582,Matt Haig
5583,Frantz Fanon
5584,Alyson Noel
5585,Darynda Jones
5586,Elizabeth Cady Stanton
5587,RenÃ©e Ahdieh
5588,Sam Shepard
5589,Timothy A. Pychyl
5590,Vladimir Lenin
5591,Andy Warhol
5592,Charles Dickens
5593,Jean Giono
5594,Robert Holdstock
5595,Jeffrey R. Holland
5596,Alice Munro
5597,Apsley Cherry-Garrard
5598,Lloyd Alexander
5599,Austin Tappan Wright
5600,Agatha Christie
5601,William Shakespeare
5602,Mo Willems
5603,Leon Trotsky
5604,Michael Crichton
5605,Nichole Chase
5606,Neil Strauss
5607,Murasaki Shikibu
5608,Ian Rankin
5609,Simon Beckett
5610,Grant Cardone
5611,Arthur C. Clarke
5612,Ann Coulter
5613,Erich von DÃ¤niken
5614,Jeanne-Marie Leprince de Beaumont
5615,ThÃ©rÃ¨se of Lisieux
5616,FranÃ§ois Mauriac
5617,Voltaire
5618,J.R.R. Tolkien
5619,Glendy Vanderah
5620,Jodi Picoult
5621,N.K. Jemisin
5622,Marissa Meyer
5623,Margareta Magnusson
5624,Jane Smiley
5625,Yasunari Kawabata
5626,R.A. Salvatore
5627,Taylor Caldwell
5628,Robert   Harris
5629,Graciliano Ramos
5630,Lawrence Anthony
5631,James O'Barr
5632,Glennon Doyle
5633,Madeleine Brent
5634,Nella Larsen
5635,Kimberly Brubaker Bradley
5636,Liane Moriarty
5637,Anne Bogel
5638,Walter Tevis
5639,Dashiell Hammett
5640,John Keats
5641,Robin Maxwell
5642,Louise Penny
5643,Mark Twain
5644,Laini Taylor
5645,Lois McMaster Bujold
5646,Janet E. Morris
5647,Dr. Seuss
5648,Robert Louis Stevenson
5649,G.K. Chesterton
5650,Anchee Min
5651,Richelle Mead
5652,Eleanor H. Porter
5653,Terry Pratchett
5654,Imbolo Mbue
5655,Lois McMaster Bujold
5656,Frederick Douglass
5657,Malcolm Lowry
5658,Kim Harrison
5659,Lillian Hellman
5660,Desmond Morris
5661,Nora Roberts
5662,Brian Jacques
5663,Michael J. Fox
5664,Gore Vidal
5665,Franz Kafka
5666,Renee Carlino
5667,Chris  Pavone
5668,Jim Loehr
5669,Janet Ahlberg
5670,Jeffrey Archer
5671,Saki
5672,Karen Hesse
5673,Scarlett Thomas
5674,Brian Jay Jones
5675,Anne Holm
5676,Arundhati Roy
5677,Louise Penny
5678,Joan Aiken
5679,Jack Campbell
5680,Carlos Fuentes
5681,StanisÅ‚aw Lem
5682,Carlo D'Este
5683,Lauren Willig
5684,Arthur  Miller
5685,Don Piper
5686,Julianne Donaldson
5687,Ursula K. Le Guin
5688,Frances Hodgson Burnett
5689,Jojo Moyes
5690,Phillip C. McGraw
5691,Harold Bloom
5692,Richard Paul Evans
5693,Elizabeth Goudge
5694,Vladimir Nabokov
5695,Temple Grandin
5696,Amanda Hocking
5697,Susan Glaspell
5698,Gary John Bishop
5699,John Irving
5700,Chris Heimerdinger
5701,Mark Kurlansky
5702,David Brin
5703,Richard Castle
5704,Alfred Bester
5705,Jay McInerney
5706,Taylor Caldwell
5707,Trevanian
5708,Christina Schwarz
5709,Arthur Conan Doyle
5710,Juliet Marillier
5711,Ariana Franklin
5712,Katherine Anne Porter
5713,Nic Sheff
5714,Robert Cormier
5715,Kate Chopin
5716,John Milton
5717,Ian Serraillier
5718,Andy Andrews
5719,David Gemmell
5720,Machado de Assis
5721,Ava Dellaira
5722,Michael Moorcock
5723,Joe Hill
5724,Minette Walters
5725,Lois P. Frankel
5726,Mary Doria Russell
5727,J.R. Ward
5728,Peter F. Hamilton
5729,Nicholas Sparks
5730,Isabel Allende
5731,Tad Williams
5732,William Kent Krueger
5733,Michael Connelly
5734,A.A. Milne
5735,Richard  Adams
5736,Michael Talbot
5737,Jon Klassen
5738,Iain M. Banks
5739,Tamora Pierce
5740,Lloyd C. Douglas
5741,Walter Moers
5742,Chloe Neill
5743,Colleen Houck
5744,Julie Otsuka
5745,John  Williams
5746,Edith Hahn Beer
5747,Norman Mailer
5748,Brian L. Weiss
5749,Frances Moore LappÃ©
5750,Graeme Base
5751,C.S. Forester
5752,Philippa Gregory
5753,Paul  Johnson
5754,Ruth Prawer Jhabvala
5755,Anne Bogel
5756,Robert T. Kiyosaki
5757,Richelle Mead
5758,Robin Gaby Fisher
5759,Eliyahu M. Goldratt
5760,Carlo Collodi
5761,Mawi Asgedom
5762,Chase Von
5763,Aaron Jennings
5764,Christy Leigh Stewart
5765,Kresley Cole
5766,John Gardner
5767,Mykle Hansen
5768,Dale Andrew White
5769,Mary E. Pearson
5770,Rachel Hill
5771,Tatyana K. Varenko
5772,C. JoyBell C.
5773,Mitchell James Kaplan
5774,Noam Chomsky
5775,Jamie Christian Desplaces
5776,Fola
5777,Jeff W. Horton
5778,C.F. Fruzzetti
5779,Clare Vanderpool
5780,Lorna Seilstad
5781,Alicia Rivoli
5782,Orhan Pamuk
5783,Brett Axel
5784,J. Krishnamurti
5785,Roberta Kagan
5786,Kathryn  Hewitt
5787,Veronica Lovejoy
5788,Rashad Freeman
5789,Dorothy Gravelle
5790,Fumi Hancock
5791,Marta Fuchs
5792,Luis Carlos MontalvÃ¡n
5793,Courtney Summers
5794,Barbara Rayne
5795,Asher Tensei
5796,Jebb A. Rebal
5797,T.S. Martin
5798,J. Cafesin
5799,C.P.
5800,William F. Nolan
5801,Amy Queau
5802,Mike Van
5803,Jenny Nimmo
5804,Simone de Beauvoir
5805,Ria Warrick
5806,Helene Cardona
5807,Clayton Clifford Bye
5808,J.B. Chicoine
5809,Sass Cadeaux
5810,Sean Dryden
5811,Dean Ravenola
5812,Ross Dinwiddy
5813,Tahir Shah
5814,J.D. Masterson
5815,Marsha Gujurati
5816,Linda Howard
5817,F.L. Jacob
5818,Morgan Parker
5819,Liz Hill-O'Shea
5820,Bob Rector
5821,B. Regan Asher
5822,R.M. Alexander
5823,Eiichiro Oda
5824,Jan Raymond
5825,Peter J. Story
5826,T.S. Krupa
5827,Rudi Hilmanto
5828,C.J. Galaway
5829,Jim Goforth
5830,Bella Andre
5831,Jack Goodwind
5832,Hendrik Birke
5833,Kate Brauning
5834,David      Scott
5835,Vahid Imani
5836,Frantiska Oliver
5837,Ellen Ames
5838,Neva Squires-Rodriguez
5839,Vincent Michael Palamara
5840,Elin Toona Gottschalk
5841,Laura Bickle
5842,Ariane Page
5843,Stephen Christiansen
5844,T.M. Brenner
5845,Horace S. Mallette
5846,B.M.B. Johnson
5847,Gary Kurylo
5848,Victor Hugo
5849,Brent N. Hunter
5850,Nikki Sex
5851,Sharon Sala
5852,Emm Cole
5853,Lucie M. Curtiss
5854,Jim Herman
5855,Isabel Curtis
5856,Emma Goldman
5857,Mie Hansson
5858,E.C. Jackson
5859,Adrienne Woods
5860,M. Robinson
5861,Bob Dotson
5862,Clifton J. Powell
5863,Marcia Burns
5864,J.A.  Wright
5865,Mayank Kashyap
5866,Venancio Cadle Gomani Jr.
5867,Fox Emerson
5868,Madeleyn Questman
5869,Mark R. Healy
5870,Martin J. Sallberg
5871,Julie-Anne Gamble
5872,Gwen Walker
5873,Loren Molloy
5874,Danail Hristov
5875,Alex Hoagland
5876,Beth Ellyn Summer
5877,K SARAFF
5878,David Arscott
5879,Chantel Seabrook
5880,Geffrey Kane
5881,Luke Gracias
5882,L.E.  Parker
5883,Cathy McLennan
5884,Kisnaa
5885,Michael  A. Barry
5886,Shaune Bordere
5887,Kapil Kumar Bhaskar
5888,Nina Willner
5889,L. Marie Williams
5890,George  Alexandru
5891,Lisa Daily
5892,Evory Salieri
5893,Simon Marlowe
5894,Anastasia Petrenko
5895,Linda Sue Park
5896,Rahiem Brooks
5897,Nicholas Christopher
5898,Lillian Li
5899,B. Muze
5900,Sreedhar P. Iyer
5901,A.D.T. McLellan
5902,Josette Sona
5903,Lisa Patton
5904,Christina M.  Lopez
5905,Giselle V. Steele
5906,Bob Goff
5907,James Dashner
5908,Natasha Tynes
5909,Anton Hager
5910,Francine Beaton
5911,Amy Koto
5912,Stephen Fry
5913,Laurick Ingram
5914,Serena Whynd
5915,Sharon Ann Ziegler
5916,Mohamed Abdel-Maksoud
5917,Dave  Lewis
5918,Francis Shenstone
5919,Gleneley Stander
5920,Don  Phelan
5921,Jocelyn Soriano
5922,Robert   Jenkins
5923,Sarah J. Maas
5924,Veera Hiranandani
5925,Zain Haseeb
5926,Sufyan Sher
5927,Christa Reynolds
5928,Silenus Poetry
5929,Heather  Marsh
5930,Victoria Sobolev
5931,Kiran Bhat
5932,Malcolm Hansen
5933,Mansi Modi
5934,Paul  Christensen
5935,Andrew   Reeves
5936,E.O. Odiase
5937,Sarah Sheridan
5938,S.R. Thomas
5939,G.P. McKenna
5940,Asiel R. Lavie
5941,Bruce Harris
5942,Dominique Lapierre
5943,Mohamad Jebara
5944,Roman Russo
5945,Austin Kleon
5946,Mimi Tallo
5947,Alexa Donne
5948,Lionel Derrick
5949,William Shatner
5950,iLana Markarov
5951,Marcel Eschauzier
5952,Eng.Sara Ahmad
5953,Steve S. Saroff
5954,Cassio Ferreira
5955,Ajay Agrawal
5956,Anna-Lisa Cox
5957,Max Lucado
5958,Sidney Sheldon
5959,Sidney Sheldon
5960,Sharon E. Cathcart
5961,David Simon
5962,J.P. Obienugh
5963,Bethany Hamilton
5964,Christine Dzidrums
5965,Marja Verschoor-Meijers
5966,EÃ§a de QueirÃ³s
5967,Henry Hazlitt
5968,Otfried PreuÃŸler
5969,Gene Sharp
5970,Alex Marwood
5971,James A. Michener
5972,Walt Disney Company
5973,Rachel Hawkins
5974,Paula Sophia
5975,Hector Malot
5976,Ema Arius
5977,A.B. McKinley
5978,Andy Szpuk
5979,Gary Russell
5980,David     Platt
5981,Jamie O'Neill
5982,Michael J. Sullivan
5983,Amber Argyle
5984,Regine Stokke
5985,Ally Carter
5986,Jessica L. Jaster
5987,Bailey Ardisone
5988,Caroline A. Shearer
5989,Jeff Smith
5990,Robin Craig Clark
5991,Robin Craig Clark
5992,Daphne du Maurier
5993,Nick Harkaway
5994,Paulo Coelho
5995,Daniel Woodrell
5996,Santonu Kumar Dhar
5997,Lilian Roberts
5998,Tom Winton
5999,Francis Otieno
6000,Taylor Evan Fulks
6001,Richard  Long
6002,Jeremy Gant
6003,Balkaran Singh Sidhu
6004,Melissa Pouliot
6005,Marian Manseau Cheatham
6006,Catherine Rose Putsche
6007,Ha-Joon Chang
6008,Ted Cross
6009,Benjamin J. Nichols
6010,Alisa Mullen
6011,David Eagleman
6012,Susan Ee
6013,Theodore Roosevelt
6014,Meagan Brothers
6015,Lincoln Cole
6016,Sam Parker  McLeod
6017,D.M. Wolfenden
6018,Leslene della Madre
6019,Charlotte Perkins Gilman
6020,Jennie Ensor
6021,J. Beckham Steele
6022,Laura Frantz
6023,Mark D.  Campbell
6024,Gabriela Casineanu
6025,Pam MuÃ±oz Ryan
6026,J.K. Duval
6027,Bill   Brown
6028,Roger David Francis
6029,Roger David Francis
6030,Althea S.T.
6031,D.R. Pope
6032,Caroline Lloyd
6033,Terence Winstead
6034,Christopher Joubert
6035,Khaled Hosseini
6036,Beth Koritz
6037,Jody Armour
6038,Albert Woodfox
6039,A.D.T. McLellan
6040,MeÅ¡a SelimoviÄ‡
6041,Ian Fleming
6042,Louise Blackwick
6043,Anshuman Srivastav
6044,Lidija Stankovikj
6045,Lidija Stankovikj
6046,P.D. James
6047,Lucy Foley
6048,Aaron Mitchell
6049,Max Lucado
6050,Haresh Daswani
6051,Gore Vidal
6052,Debbie Vaughan
6053,Kenneth Oppel
6054,Tsao Hsueh-Chin
6055,Stacey Danson
6056,Helen Dunmore
6057,T.D. McMichael
6058,Wilbur Smith
6059,Julian Darius
6060,Strider Marcus Jones
6061,Umera Ahmed
6062,Nora Roberts
6063,Martin  Gilbert
6064,Sally Nicholls
6065,Weston A. Price
6066,John     Fitzgerald
6067,Alexander Drake
6068,J.B. Chicoine
6069,Laurence St. John
6070,Collette Sinclaire
6071,Paul Bowles
6072,Marlon James
6073,Jennifer Szewczuk
6074,Jhonen VÃ¡squez
6075,Karen Ann Hopkins
6076,Tom Winton
6077,Sarah Addison Allen
6078,Robin Oliveira
6079,Peter Heller
6080,Rudi Hilmanto
6081,Neal Shusterman
6082,Avery Aster
6083,Jory John
6084,Anthony Hogger
6085,Tom Perrotta
6086,Ø³Ù„Ø·Ø§Ù† Ù…ÙˆØ³Ù‰ Ø§Ù„Ù…ÙˆØ³Ù‰
6087,AndrÃ© Brink
6088,Kevin J. Shay
6089,Roberta Kagan
6090,Gary Paul Stephenson
6091,Steve Finando
6092,Ashley Townsend
6093,Allison Goh
6094,Peter D. Campbell
6095,Boris Akunin
6096,Kim Iverson Headlee
6097,Ernest Morris
6098,Nick Lake
6099,Renee Riva
6100,William Joyce
6101,Amit Ray
6102,Evan S. Connell
6103,ZoÃ« S. Roy
6104,Alexandra Fuller
6105,Emma V. Leech
6106,Shannon Love
6107,Gabrielle David
6108,Andrew Roberts
6109,Athira Bhargavan
6110,Sui Ishida
6111,Andrew P.M. Yiallouros
6112,Margaret Weis
6113,Debashri Banerjee
6114,Naguib Mahfouz
6115,Dan Simmons
6116,Ø¹Ø¨Ø§Ø³ Ù…Ø¹Ø±ÙˆÙÛŒ
6117,Althea S.T.
6118,Faiz King
6119,C.L Ross
6120,Katherine  L. Moore
6121,Nicolette Polek
6122,Afroz  Alam
6123,Martin Handford
6124,Miruna DrÄƒghici
6125,E.O. Odiase
6126,Ruskin Bond
6127,Aeschylus
6128,Baiculescu Ovidiu Nicolae
6129,Bill Martin Jr.
6130,K.D. Edwards
6131,K.D. Edwards
6132,Deborah Feldman
6133,Warren Buffett
6134,Gregg Olsen
6135,A.G. Lafley
6136,Margaret A. Gray
6137,Daniel Quinn
6138,Romain Rolland
6139,Marcus Sanders
6140,Robert McCloskey
6141,Roxana Jones
6142,Mark  Miller
6143,Mark  Miller
6144,Vikram Chandra
6145,Murray Weiss
6146,Travis Besecker
6147,GÃ©rard de Nerval
6148,Bernice King
6149,Alan Bradley
6150,Unknown
6151,Strider Marcus Jones
6152,January Valentine
6153,Carl Sagan
6154,Bruno Bettelheim
6155,L.L. Hunter
6156,Mark Helprin
